Region	Site	Reference	Indicator	Latitude (¡N)	Longitude (¡E)	RSL (m)	RSL +1s	RSL -1s	Age (CE)	Age +2s	Age -2s
Tasmania	Little Swanport	Gehrels et al. (2012)	foraminifera	-42.344	147.930	-0.01	0.10	0.10	1936	8	8
Tasmania	Little Swanport	Gehrels et al. (2012)	foraminifera	-42.344	147.930	0.00	0.10	0.10	1939	7	7
Tasmania	Little Swanport	Gehrels et al. (2012)	foraminifera	-42.344	147.930	0.03	0.10	0.10	1948	4	4
Tasmania	Little Swanport	Gehrels et al. (2012)	foraminifera	-42.344	147.930	0.04	0.10	0.10	1954	3	3
Tasmania	Little Swanport	Gehrels et al. (2012)	foraminifera	-42.344	147.930	0.00	0.10	0.10	1959	2	2
Tasmania	Little Swanport	Gehrels et al. (2012)	foraminifera	-42.344	147.930	0.00	0.10	0.10	1959	2	2
Tasmania	Little Swanport	Gehrels et al. (2012)	foraminifera	-42.344	147.930	-0.03	0.10	0.10	1961	2	2
Tasmania	Little Swanport	Gehrels et al. (2012)	foraminifera	-42.344	147.930	-0.03	0.10	0.10	1961	2	2
Tasmania	Little Swanport	Gehrels et al. (2012)	foraminifera	-42.344	147.930	-0.01	0.10	0.10	1963	2	2
Tasmania	Little Swanport	Gehrels et al. (2012)	foraminifera	-42.344	147.930	-0.01	0.10	0.10	1963	2	2
Tasmania	Little Swanport	Gehrels et al. (2012)	foraminifera	-42.344	147.930	-0.01	0.10	0.10	1963	2	2
Tasmania	Little Swanport	Gehrels et al. (2012)	foraminifera	-42.344	147.930	-0.04	0.10	0.10	1969	6	6
Tasmania	Little Swanport	Gehrels et al. (2012)	foraminifera	-42.344	147.930	0.01	0.10	0.10	1978	10	10
Tasmania	Little Swanport	Gehrels et al. (2012)	foraminifera	-42.344	147.930	0.01	0.10	0.10	1986	8	8
Tasmania	Little Swanport	Gehrels et al. (2012)	foraminifera	-42.344	147.930	0.01	0.10	0.10	1986	8	8
Tasmania	Little Swanport	Gehrels et al. (2012)	foraminifera	-42.344	147.930	0.01	0.10	0.10	1986	8	8
Tasmania	Little Swanport	Gehrels et al. (2012)	foraminifera	-42.344	147.930	0.03	0.10	0.10	1996	6	6
Tasmania	Little Swanport	Gehrels et al. (2012)	foraminifera	-42.344	147.930	0.03	0.10	0.10	1996	6	6
Tasmania	Little Swanport	Gehrels et al. (2012)	foraminifera	-42.344	147.930	0.03	0.10	0.10	2004	8	8
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-0.15	0.08	0.08	2005	0	7
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-0.17	0.08	0.08	1993	4	3
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-0.19	0.08	0.08	1990	2	2
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-0.21	0.08	0.08	1987	2	5
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-0.23	0.08	0.08	1979	6	3
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-0.25	0.08	0.08	1967	6	6
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-0.26	0.08	0.08	1960	8	2
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-0.28	0.08	0.08	1947	8	16
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-0.30	0.08	0.08	1934	14	27
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-0.31	0.08	0.08	1929	17	30
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-0.32	0.08	0.08	1924	20	33
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-0.33	0.08	0.08	1918	23	32
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-0.34	0.08	0.08	1914	24	32
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-0.35	0.08	0.08	1909	26	35
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-0.36	0.08	0.08	1903	28	37
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-0.37	0.08	0.08	1898	32	38
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-0.38	0.08	0.08	1892	35	37
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-0.40	0.08	0.08	1882	36	37
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-0.42	0.08	0.08	1872	35	37
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-0.45	0.08	0.08	1857	37	37
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-0.47	0.08	0.08	1846	40	34
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-0.48	0.08	0.08	1841	39	34
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-0.50	0.08	0.08	1831	38	30
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-0.53	0.08	0.08	1815	33	25
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-0.54	0.08	0.08	1809	31	22
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-0.55	0.08	0.08	1805	27	21
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-0.56	0.08	0.08	1800	24	18
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-0.57	0.08	0.08	1794	22	19
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-0.58	0.08	0.08	1786	20	22
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-0.59	0.08	0.08	1778	16	30
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-0.61	0.08	0.08	1764	24	40
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-0.63	0.08	0.08	1750	29	49
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-0.65	0.08	0.08	1734	37	56
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-0.67	0.08	0.08	1720	42	60
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-0.69	0.08	0.08	1702	50	60
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-0.71	0.08	0.08	1683	61	63
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-0.73	0.08	0.08	1661	60	54
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-0.74	0.08	0.08	1650	59	53
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-0.75	0.08	0.08	1640	55	49
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-0.76	0.08	0.08	1631	48	46
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-0.79	0.08	0.08	1589	35	41
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-0.81	0.08	0.08	1574	37	43
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-0.83	0.08	0.08	1557	41	42
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-0.87	0.08	0.08	1512	46	46
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-0.90	0.08	0.08	1484	51	47
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-0.91	0.08	0.08	1474	52	43
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-0.93	0.08	0.08	1455	53	39
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-0.95	0.08	0.08	1436	46	31
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-0.97	0.08	0.08	1414	33	36
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-0.99	0.08	0.08	1394	26	49
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-1.03	0.08	0.08	1359	40	48
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-1.07	0.08	0.08	1325	43	35
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-1.10	0.08	0.08	1300	35	23
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-1.12	0.08	0.08	1281	25	19
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-1.15	0.08	0.08	1267	16	27
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-1.18	0.08	0.08	1253	23	34
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-1.20	0.08	0.08	1237	28	36
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-1.23	0.08	0.08	1221	35	48
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-1.26	0.08	0.08	1203	41	46
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-1.28	0.08	0.08	1192	43	48
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-1.31	0.08	0.08	1174	48	49
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-1.33	0.08	0.08	1159	47	51
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-1.36	0.08	0.08	1137	52	49
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-1.38	0.08	0.08	1127	51	50
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-1.42	0.08	0.08	1099	56	45
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-1.45	0.08	0.08	1079	53	42
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-1.48	0.08	0.08	1063	48	37
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-1.51	0.08	0.08	1047	44	36
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-1.53	0.08	0.08	1036	40	34
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-1.56	0.08	0.08	1018	28	34
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-1.59	0.08	0.08	994	31	44
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-1.61	0.08	0.08	980	37	46
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-1.66	0.08	0.08	938	54	45
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-1.70	0.08	0.08	901	63	58
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-1.73	0.08	0.08	879	66	68
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-1.75	0.08	0.08	864	68	69
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-1.78	0.08	0.08	844	67	70
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-1.80	0.08	0.08	829	68	74
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-1.83	0.08	0.08	806	70	71
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-1.88	0.08	0.08	754	68	73
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-1.89	0.08	0.08	735	73	70
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-1.90	0.08	0.08	723	74	70
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-1.91	0.08	0.08	713	78	71
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-1.93	0.08	0.08	689	78	74
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-1.95	0.08	0.08	666	73	70
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-1.98	0.08	0.08	629	72	66
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-1.99	0.08	0.08	618	69	63
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.02	0.08	0.08	576	61	55
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.05	0.08	0.08	541	59	55
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.08	0.08	0.08	512	67	58
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.10	0.08	0.08	494	68	55
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.13	0.08	0.08	465	66	47
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.15	0.08	0.08	436	77	42
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.18	0.08	0.08	402	74	61
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.21	0.08	0.08	370	75	66
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.23	0.08	0.08	347	74	65
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.26	0.08	0.08	305	72	64
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.28	0.08	0.08	273	77	64
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.31	0.08	0.08	242	81	80
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.33	0.08	0.08	219	87	78
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.35	0.08	0.08	198	87	76
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.38	0.08	0.08	164	84	79
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.40	0.08	0.08	144	84	78
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.43	0.08	0.08	108	86	75
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.46	0.08	0.08	68	68	72
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.49	0.08	0.08	24	70	71
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.51	0.08	0.08	-2	74	73
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.53	0.08	0.08	-27	68	68
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.55	0.08	0.08	-52	62	63
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.58	0.08	0.08	-93	51	65
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.63	0.08	0.08	-141	54	96
North Carolina	Roanoke Island-Sand Point Russian	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.66	0.08	0.08	-178	56	123
North Carolina	Roanoke Island-Sand Point VC2	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.11	0.08	0.08	552	109	148
North Carolina	Roanoke Island-Sand Point VC2	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.12	0.08	0.08	513	111	117
North Carolina	Roanoke Island-Sand Point VC2	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.14	0.08	0.08	488	109	99
North Carolina	Roanoke Island-Sand Point VC2	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.16	0.08	0.08	449	102	75
North Carolina	Roanoke Island-Sand Point VC2	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.19	0.08	0.08	412	84	57
North Carolina	Roanoke Island-Sand Point VC2	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.22	0.08	0.08	379	39	72
North Carolina	Roanoke Island-Sand Point VC2	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.24	0.08	0.08	348	52	85
North Carolina	Roanoke Island-Sand Point VC2	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.26	0.08	0.08	306	70	84
North Carolina	Roanoke Island-Sand Point VC2	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.29	0.08	0.08	263	83	73
North Carolina	Roanoke Island-Sand Point VC2	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.32	0.08	0.08	236	84	65
North Carolina	Roanoke Island-Sand Point VC2	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.34	0.08	0.08	208	79	56
North Carolina	Roanoke Island-Sand Point VC2	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.36	0.08	0.08	153	57	57
North Carolina	Roanoke Island-Sand Point VC2	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.39	0.08	0.08	107	61	52
North Carolina	Roanoke Island-Sand Point VC2	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.42	0.08	0.08	77	60	44
North Carolina	Roanoke Island-Sand Point VC2	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.44	0.08	0.08	43	46	52
North Carolina	Roanoke Island-Sand Point VC2	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.46	0.08	0.08	-6	47	71
North Carolina	Roanoke Island-Sand Point VC2	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.49	0.08	0.08	-52	60	62
North Carolina	Roanoke Island-Sand Point VC2	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.54	0.08	0.08	-84	59	59
North Carolina	Roanoke Island-Sand Point VC2	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.56	0.08	0.08	-118	52	52
North Carolina	Roanoke Island-Sand Point VC2	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.59	0.08	0.08	-147	49	42
North Carolina	Roanoke Island-Sand Point VC2	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.62	0.08	0.08	-176	43	36
North Carolina	Roanoke Island-Sand Point VC2	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.64	0.08	0.08	-202	32	71
North Carolina	Roanoke Island-Sand Point VC2	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.66	0.08	0.08	-227	43	82
North Carolina	Roanoke Island-Sand Point VC2	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.69	0.08	0.08	-264	62	73
North Carolina	Roanoke Island-Sand Point VC2	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.72	0.08	0.08	-304	84	56
North Carolina	Roanoke Island-Sand Point VC2	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.74	0.08	0.08	-342	101	53
North Carolina	Roanoke Island-Sand Point VC2	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.76	0.08	0.08	-378	94	78
North Carolina	Roanoke Island-Sand Point VC2	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.79	0.08	0.08	-425	93	86
North Carolina	Roanoke Island-Sand Point VC2	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.82	0.08	0.08	-480	87	85
North Carolina	Roanoke Island-Sand Point VC2	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.84	0.08	0.08	-520	82	82
North Carolina	Roanoke Island-Sand Point VC2	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.86	0.08	0.08	-543	78	81
North Carolina	Roanoke Island-Sand Point VC2	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.89	0.08	0.08	-574	68	78
North Carolina	Roanoke Island-Sand Point VC2	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.92	0.08	0.08	-609	54	73
North Carolina	Roanoke Island-Sand Point VC2	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.94	0.08	0.08	-637	57	69
North Carolina	Roanoke Island-Sand Point VC2	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.96	0.08	0.08	-661	64	62
North Carolina	Roanoke Island-Sand Point VC2	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-2.99	0.08	0.08	-698	80	48
North Carolina	Roanoke Island-Sand Point VC2	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-3.02	0.08	0.08	-740	97	47
North Carolina	Roanoke Island-Sand Point VC2	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-3.04	0.08	0.08	-771	89	70
North Carolina	Roanoke Island-Sand Point VC2	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-3.06	0.08	0.08	-799	88	77
North Carolina	Roanoke Island-Sand Point VC2	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-3.09	0.08	0.08	-842	88	75
North Carolina	Roanoke Island-Sand Point VC2	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-3.12	0.08	0.08	-889	80	75
North Carolina	Roanoke Island-Sand Point VC2	"Kemp et al. (2011), Kemp et al. (2017)"	foraminifera	35.885	-75.681	-3.14	0.08	0.08	-926	72	75
